SEX,How many times do you eat a day?,How many hours a day do you sleep?,How many times per week do you eat fastfood?,Average number of steps per day?,Cow's milk,Vegetable drinks (eg soy milk),Low-fat white yogurt,Fresh cheeses,Meat,Processed Meat (es prosciutto),Fish,Eggs,Legumes,Cooked vegetables,Raw vegetables,Fruits,Whole grains food,Nuts,Tofu,Do you eat differently at the weekend?,Do you play a sport (at least 5 hours/week)?,When are you hungry during the day?,What kind of snacks do you prefer?,Do you ever eat distracted or not at the table?,Do you eat fast?,Do you happen to eat uncontrollably even if you're not hungry?,Do you wake up to eat at night?,How do you sleep at night?,"You like salty or sweet? (where 10 - ""I love salt and hate sweet"" and 1 - ""I am the biggest fan of sweet"")",Do you eat alone or togheter?,Age,How many liters of water do you drink per day?,How many times do you consume alcoholic beverages in a week?,How stress affects on your eating habits?,How many sugary drinks do you consume per day?,Do you ever miss meals?
Ж,3,5-6,1,4000-7000,Да,Нет,Да,Да,Да,Нет,Иногда,Да,Иногда,Да,Да,Да,Иногда,Да,Нет,Я готовлю более изысканно,Да,Днем,"Фрукты, овощи, Орехи, Бутерброды/сэндвичи",Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,6,Часто в одиночестве,15-20,2,0,Начинаю есть больше,0,Нет
Ж,3,7-8,0,4000-7000,Да,Нет,Да,Да,Да,Нет,Иногда,Да,Иногда,Иногда,Да,Да,Да,Иногда,Нет,Нет,Нет,"Утром, Днем","Сладости, Фрукты, овощи, Бутерброды/сэндвичи",Да,Да,Каждый день,Никогда,Хорошо,5,Часто в одиночестве,15-20,1,0,Начинаю есть больше,4,"Да, обед"
Ж,3,7-8,1,4000-7000,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Нет,"Днем, До обеда, Перед ужином","Сладости, Бутерброды/сэндвичи",Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,3,В одиночестве во время завтрака,15-20,1,0,Начинаю есть больше,0,"Да, обед, Да, из-за нехватки времени"
Ж,3,5-6,2,10000-15000,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,"Да, я ем в ресторанах",Да,"Утром, До обеда, Перед ужином",Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,"Хорошо, Я просыпаюсь несколько раз за ночь",5,"Часто с кем-то, В одиночестве во время завтрака",21-30,1,1,Начинаю есть меньше,1,Нет
Ж,4,7-8,0,7000-10000,Иногда,Нет,Да,Да,Да,Иногда,Да,Да,Иногда,Иногда,Да,Да,Да,Да,Нет,Нет,Нет,"Когда я просыпаюсь, Днем, Перед ужином","Фрукты, овощи, Орехи",Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,3,Часто в одиночестве,15-20,2,0,Начинаю есть меньше,0,Нет
Ж,3,5-6,1,4000-7000,Иногда,Нет,Да,Да,Да,Иногда,Иногда,Да,Да,Да,Да,Да,Да,Иногда,Иногда,"Да, я больше ем дома",Нет,"Утром, До обеда","Сладости, Орехи, Бутерброды/сэндвичи",Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,"Я с трудом засыпаю, Я просыпаюсь несколько раз за ночь",8,Часто в одиночестве,15-20,2,1,Начинаю есть больше,2,"Да, завтрак, Да, из-за нехватки времени"
Ж,2,7-8,0,4000-7000,Нет,Да,Нет,Да,Да,Иногда,Иногда,Да,Иногда,Иногда,Да,Да,Иногда,Нет,Нет,Нет,Нет,"Когда я просыпаюсь, Перед ужином","Фрукты, овощи",Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,7,Часто в одиночестве,15-20,1,0,Начинаю есть больше,0,"Да, обед"
Ж,3,5-6,1,7000-10000,Да,Нет,Нет,Да,Да,Не знаю,Иногда,Иногда,Нет,Да,Да,Да,Да,Иногда,Нет,"Да, я больше ем дома",Нет,"Утром, До обеда, Перед ужином","Сладости, Фрукты, овощи",Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,5,Часто в одиночестве,15-20,2,0,Никак не влияет,3,Нет
Ж,3,7-8,0,4000-7000,Да,Иногда,Иногда,Да,Да,Нет,Иногда,Да,Иногда,Да,Да,Да,Да,Иногда,Нет,Нет,Нет,"Когда я просыпаюсь, До обеда, Перед ужином","Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,5,Часто в одиночестве,15-20,1,0,Начинаю есть больше,0,Нет
Ж,4,7-8,2,4000-7000,Да,Иногда,Нет,Да,Да,Да,Да,Да,Иногда,Иногда,Да,Да,Да,Да,Иногда,"Да, я ем в ресторанах",Нет,Утром,Бутерброды/сэндвичи,Да,Нет,Часто (больше 1 раза в неделю),Никогда,Хорошо,5,Часто с кем-то,21-30,2,0,Начинаю есть больше,1,Нет
Ж,3,7-8,1,4000-7000,Иногда,Нет,Нет,Иногда,Иногда,Нет,Да,Иногда,Нет,Нет,Не знаю,Иногда,Да,Иногда,Нет,Нет,Нет,"Когда я просыпаюсь, Утром, Перед ужином",Сладости,Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,5,Часто в одиночестве,15-20,1,0,Начинаю есть больше,0,"Да, из-за нехватки времени"
М,3,5-6,0,4000-7000,Да,Нет,Нет,Нет,Да,Нет,Иногда,Иногда,Да,Да,Да,Иногда,Да,Иногда,Не знаю,Нет,Да,"Днем, До обеда, Перед ужином, Я всегда голоден",Бутерброды/сэндвичи,Да,Да,Никогда,Никогда,Хорошо,5,"Часто с кем-то, В одиночестве во время завтрака, В одиночестве во время ужина",15-20,2,0,Никак не влияет,1,"Да, завтрак, Да, из-за нехватки времени, Я всегда голоден"
Ж,4,7-8,1,4000-7000,Да,Иногда,Иногда,Да,Да,Нет,Нет,Иногда,Иногда,Нет,Да,Да,Да,Иногда,Нет,Я готовлю более изысканно,Нет,"Утром, До обеда, Перед ужином","Фрукты, овощи",Да,Нет,Часто (больше 1 раза в неделю),Никогда,Хорошо,5,Часто в одиночестве,15-20,2,0,Начинаю есть больше,0,Нет
Ж,3,5-6,2,7000-10000,Да,Иногда,Нет,Иногда,Да,Да,Иногда,Да,Да,Да,Да,Да,Иногда,Да,Да,"Да, я больше ем дома",Нет,"До обеда, После ужина","Фрукты, овощи, Бутерброды/сэндвичи",Да,Нет,Часто (больше 1 раза в неделю),Никогда,"Хорошо, Я просыпаюсь несколько раз за ночь",4,"Часто с кем-то, Часто в одиночестве",15-20,0,0,Начинаю есть больше,2,"Да, завтрак"
Ж,3,больше,1,0-4000,Иногда,Нет,Иногда,Да,Да,Иногда,Да,Да,Иногда,Иногда,Да,Да,Не знаю,Иногда,Нет,"Да, я ем в ресторанах",Нет,"Утром, Перед ужином, После ужина",Бутерброды/сэндвичи,Да,Нет,Часто (больше 1 раза в неделю),Никогда,Хорошо,2,"Часто с кем-то, В одиночестве во время завтрака",15-20,1,0,Начинаю есть больше,1,"Да, обед, Да, из-за нехватки времени"
Ж,3,7-8,1,0-4000,Нет,Нет,Нет,Да,Нет,Нет,Да,Да,Нет,Да,Нет,Да,Нет,Да,Нет,Я готовлю более изысканно,Нет,"Утром, После обеда","Сладости, Фрукты, овощи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,4,В одиночестве во время обеда,21-30,1,0,Начинаю есть меньше,0,"Да, из-за нехватки времени"
Ж,3,9-10,1,4000-7000,Иногда,Да,Иногда,Иногда,Иногда,Не знаю,Иногда,Да,Да,Да,Да,Да,Да,Да,Иногда,Нет,Нет,"Утром, Днем, Перед ужином","Сладости, Фрукты, овощи, Бутерброды/сэндвичи, Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,"Я с трудом засыпаю, Я просыпаюсь несколько раз за ночь",8,Часто в одиночестве,21-30,3,0,Начинаю есть больше,0,Нет
Ж,2,7-8,3,7000-10000,Да,Да,Да,Да,Да,Нет,Иногда,Да,Иногда,Иногда,Да,Да,Да,Да,Иногда,"Да, я больше ем дома",Нет,До обеда,"Сладости, Бутерброды/сэндвичи, Батончики, хлебцы",Да,Да,Часто (больше 1 раза в неделю),Никогда,Я с трудом засыпаю,4,"Часто с кем-то, Часто в одиночестве, В одиночестве во время завтрака, В одиночестве во время ужина",15-20,1,1,Начинаю есть больше,1,"Да, обед, Да, ужин, Да, из-за нехватки времени"
Ж,3,9-10,1,0-4000,Нет,Нет,Иногда,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Нет,Нет,Днем,Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Я просыпаюсь несколько раз за ночь,6,Часто в одиночестве,21-30,1,0,Начинаю есть больше,1,"Да, завтрак, Да, из-за нехватки времени"
Ж,3,2-4,0,4000-7000,Да,Иногда,Нет,Не знаю,Да,Не знаю,Нет,Иногда,Нет,Да,Да,Да,Иногда,Иногда,Нет,Нет,Нет,Днем,"Батончики, хлебцы",Да,Нет,Никогда,Никогда,Я с трудом засыпаю,8,Часто в одиночестве,15-20,1,0,Начинаю есть меньше,3,"Да, из-за нехватки времени"
Ж,2,5-6,0,7000-10000,Нет,Да,Да,Да,Да,Да,Да,Да,Иногда,Да,Да,Иногда,Да,Да,Нет,Я готовлю более изысканно,Да,"Утром, Перед ужином","У меня нет перекусов в течение дня, Фрукты, овощи, Батончики, хлебцы",Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,"Хорошо, Я с трудом засыпаю",7,Часто в одиночестве,15-20,2,0,Начинаю есть меньше,0,"Да, обед, Да, из-за нехватки времени"
Ж,4,5-6,2,7000-10000,Иногда,Нет,Нет,Да,Да,Не знаю,Иногда,Да,Да,Да,Иногда,Иногда,Да,Да,Нет,"Да, я ем в ресторанах",Нет,Я всегда голоден,"Сладости, Орехи, Бутерброды/сэндвичи",Да,Да,Каждый день,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",5,"Часто с кем-то, В одиночестве во время ужина",21-30,2,1,Начинаю есть больше,1,Я всегда голоден
Ж,2,7-8,3,0-4000,Иногда,Иногда,Да,Да,Да,Иногда,Да,Да,Да,Да,Да,Да,Да,Да,Нет,"Да, я ем в ресторанах",Нет,"До обеда, Перед ужином","Сладости, Фрукты, овощи, Бутерброды/сэндвичи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,7,Часто с кем-то,15-20,2,1,Начинаю есть меньше,2,"Да, завтрак"
Ж,3,2-4,2,4000-7000,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Иногда,Нет,Иногда,"Да, я больше ем дома",Нет,Перед ужином,"Сладости, Бутерброды/сэндвичи",Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,5,Часто с кем-то,15-20,3,0,Начинаю есть меньше,1,"Да, завтрак, Да, из-за нехватки времени"
Ж,3,5-6,1,4000-7000,Да,Да,Нет,Да,Да,Нет,Иногда,Иногда,Нет,Иногда,Иногда,Да,Иногда,Иногда,Нет,"Да, я больше ем дома",Нет,"Утром, До обеда, Перед ужином","Сладости, Бутерброды/сэндвичи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,4,Часто с кем-то,15-20,2,1,Начинаю есть больше,0,"Да, из-за нехватки времени"
М,4,5-6,3,10000-15000,Да,Нет,Нет,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Иногда,Нет,Да,"Днем, До обеда","Орехи, Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,7,Часто в одиночестве,15-20,2,4,Никак не влияет,1,Нет
Ж,2,7-8,1,4000-7000,Да,Иногда,Да,Да,Да,Нет,Да,Да,Иногда,Да,Да,Да,Да,Да,Нет,"Да, я больше ем дома",Нет,"До обеда, Перед ужином",У меня нет перекусов в течение дня,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,1,Часто с кем-то,15-20,1,1,Начинаю есть меньше,2,"Да, завтрак, Да, ужин, Да, из-за нехватки времени"
Ж,1,5-6,0,4000-7000,Нет,Нет,Иногда,Иногда,Да,Не знаю,Да,Да,Нет,Иногда,Да,Да,Да,Да,Иногда,Нет,Нет,Я всегда голоден,У меня нет перекусов в течение дня,Да,Да,Часто (больше 1 раза в неделю),Никогда,Я с трудом засыпаю,5,Часто с кем-то,15-20,0,0,Начинаю есть меньше,0,Я всегда голоден
М,2,5-6,1,15000+,Да,Нет,Да,Нет,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Нет,Да,"Да, я больше ем дома",Нет,"Когда я просыпаюсь, Утром",Сладости,Да,Нет,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),Хорошо,5,Часто в одиночестве,21-30,3,3,Начинаю есть больше,2,"Да, завтрак"
Ж,3,7-8,2,4000-7000,Да,Нет,Иногда,Иногда,Да,Да,Иногда,Да,Да,Да,Да,Иногда,Да,Иногда,Нет,Нет,Нет,"Когда я просыпаюсь, Перед ужином",Сладости,Да,Да,Никогда,Никогда,Хорошо,3,Часто в одиночестве,15-20,1,1,Начинаю есть больше,0,Нет
Ж,3,5-6,1,7000-10000,Иногда,Иногда,Иногда,Иногда,Да,Да,Да,Да,Нет,Да,Да,Да,Иногда,Да,Да,"Да, я ем в ресторанах",Да,"Утром, После ужина","Батончики, хлебцы",Да,Нет,Часто (больше 1 раза в неделю),Никогда,Я с трудом засыпаю,4,"Часто с кем-то, В одиночестве во время завтрака",15-20,2,1,Начинаю есть меньше,0,"Да, из-за нехватки времени"
Ж,3,2-4,0,4000-7000,Да,Нет,Нет,Да,Да,Иногда,Да,Да,Иногда,Да,Да,Да,Иногда,Иногда,Иногда,Нет,Нет,Я всегда голоден,"Сладости, Фрукты, овощи, Батончики, хлебцы",Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,5,"Часто с кем-то, В одиночестве во время завтрака",15-20,1,0,Начинаю есть больше,0,"Да, завтрак"
Ж,2,7-8,3,4000-7000,Иногда,Иногда,Нет,Да,Да,Нет,Да,Иногда,Иногда,Да,Да,Иногда,Да,Иногда,Нет,"Да, я больше ем дома",Нет,Днем,"Сладости, Орехи, Бутерброды/сэндвичи, Батончики, хлебцы",Да,Нет,Часто (больше 1 раза в неделю),Никогда,"Хорошо, Я просыпаюсь несколько раз за ночь",5,Часто в одиночестве,21-30,4,1,Начинаю есть больше,3,"Да, завтрак, Да, из-за нехватки времени"
Ж,3,7-8,4,0-4000,Да,Иногда,Не знаю,Нет,Да,Иногда,Да,Да,Иногда,Да,Да,Да,Да,Иногда,Иногда,Нет,Нет,"Днем, Перед ужином","Сладости, Бутерброды/сэндвичи",Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,5,"Часто с кем-то, Часто в одиночестве",21-30,1,0,Начинаю есть больше,0,"Да, из-за нехватки времени"
Ж,4,7-8,1,7000-10000,Нет,Нет,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,"Когда я просыпаюсь, Днем, Перед ужином",Сладости,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,3,Часто в одиночестве,15-20,1,0,Начинаю есть меньше,1,Нет
Ж,4,7-8,1,0-4000,Иногда,Да,Иногда,Иногда,Да,Нет,Иногда,Иногда,Да,Иногда,Да,Да,Да,Да,Нет,"Да, я больше ем дома",Нет,"Когда я просыпаюсь, После ужина","Сладости, Бутерброды/сэндвичи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,6,Часто в одиночестве,15-20,1,0,Никак не влияет,0,"Да, обед"
М,3,5-6,1,0-4000,Иногда,Нет,Нет,Да,Да,Иногда,Иногда,Да,Нет,Нет,Да,Да,Да,Да,Нет,"Да, я ем в ресторанах",Нет,"Когда я просыпаюсь, Днем, После обеда, После ужина, Я всегда голоден","Сладости, Фрукты, овощи",Да,Нет,Никогда,Никогда,Я с трудом засыпаю,2,Часто с кем-то,15-20,2,0,Начинаю есть меньше,1,"Да, ужин, Я всегда голоден"
Ж,2,5-6,0,4000-7000,Да,Нет,Да,Да,Да,Иногда,Да,Да,Иногда,Нет,Да,Да,Да,Да,Нет,"Да, я больше ем дома",Да,После обеда,"Фрукты, овощи",Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,7,В одиночестве во время завтрака,0-14,0,0,Никак не влияет,0,"Да, обед"
М,5,7-8,3,7000-10000,Иногда,Нет,Нет,Да,Да,Нет,Нет,Да,Да,Да,Да,Иногда,Иногда,Иногда,Нет,"Да, я ем в ресторанах",Нет,"До обеда, После ужина",Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Я просыпаюсь несколько раз за ночь,7,Часто в одиночестве,15-20,1,2,Никак не влияет,1,Нет
Ж,3,7-8,1,7000-10000,Нет,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,"Да, я ем в ресторанах",Нет,"Когда я просыпаюсь, До обеда, Перед ужином",У меня нет перекусов в течение дня,Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,7,"Часто с кем-то, Часто в одиночестве, В одиночестве во время завтрака",21-30,1,0,Начинаю есть больше,0,Нет
Ж,4,7-8,2,0-4000,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,"Да, я ем в ресторанах",Нет,Днем,"Фрукты, овощи, Орехи, Батончики, хлебцы",Да,Да,Часто (больше 1 раза в неделю),Никогда,Я просыпаюсь несколько раз за ночь,10,Часто в одиночестве,31-50,2,0,Начинаю есть больше,0,Нет
М,3,7-8,1,7000-10000,Да,Да,Да,Нет,Да,Иногда,Нет,Да,Нет,Иногда,Да,Да,Да,Иногда,Нет,"Да, я ем в ресторанах",Нет,"После обеда, Я всегда голоден","Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Я просыпаюсь несколько раз за ночь,5,Часто с кем-то,15-20,2,0,Начинаю есть больше,1,"Да, из-за нехватки времени"
Ж,4,5-6,1,7000-10000,Да,Нет,Да,Да,Да,Да,Нет,Иногда,Иногда,Нет,Да,Да,Да,Да,Нет,"Да, я больше ем дома",Нет,Я всегда голоден,Бутерброды/сэндвичи,Да,Да,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),Хорошо,5,Часто в одиночестве,15-20,2,0,Начинаю есть меньше,1,"Да, из-за нехватки времени"
М,4,7-8,0,10000-15000,Не знаю,Не знаю,Нет,Иногда,Да,Иногда,Иногда,Да,Да,Иногда,Да,Да,Да,Иногда,Не знаю,Я готовлю более изысканно,Да,До обеда,Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,5,"Часто с кем-то, Часто в одиночестве",15-20,1,0,Начинаю есть больше,1,Нет
Ж,3,5-6,2,4000-7000,Да,Нет,Иногда,Да,Да,Нет,Да,Да,Иногда,Иногда,Да,Да,Да,Да,Иногда,"Да, я больше ем дома",Да,"Когда я просыпаюсь, До обеда, Перед ужином","Батончики, хлебцы",Да,Нет,Часто (больше 1 раза в неделю),Никогда,Хорошо,5,"Часто в одиночестве, В одиночестве во время ужина",15-20,1,0,Начинаю есть больше,0,"Да, завтрак"
Ж,3,7-8,0,4000-7000,Да,Да,Нет,Да,Да,Нет,Иногда,Да,Да,Да,Да,Да,Иногда,Иногда,Иногда,Нет,Да,"Когда я просыпаюсь, Днем, До обеда, Перед ужином","Фрукты, овощи, Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,"Я с трудом засыпаю, Я просыпаюсь несколько раз за ночь",9,"В одиночестве во время завтрака, В одиночестве во время ужина",15-20,1,1,Никак не влияет,0,Нет
М,3,7-8,7+,10000-15000,Иногда,Нет,Нет,Нет,Да,Нет,Да,Да,Да,Да,Да,Да,Да,Иногда,Нет,"Да, я больше ем дома",Нет,"До обеда, Перед ужином","Орехи, Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",5,Часто в одиночестве,15-20,2,1,Начинаю есть больше,4,"Да, из-за нехватки времени"
М,3,7-8,0,7000-10000,Иногда,Да,Нет,Нет,Да,Нет,Нет,Иногда,Нет,Иногда,Иногда,Иногда,Да,Да,Да,"Да, я ем в ресторанах",Нет,До обеда,"Сладости, Батончики, хлебцы",Нет,Нет,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,8,"Часто в одиночестве, В одиночестве во время обеда",15-20,2,0,Начинаю есть меньше,2,"Да, обед, Да, из-за нехватки времени"
Ж,2,5-6,2,4000-7000,Да,Да,Да,Да,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Нет,"Да, я ем в ресторанах",Нет,До обеда,Бутерброды/сэндвичи,Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,3,Часто в одиночестве,21-30,2,1,Никак не влияет,1,"Да, завтрак"
Ж,4,7-8,0,0-4000,Нет,Да,Да,Да,Да,Нет,Да,Да,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Нет,"Днем, Перед ужином","Сладости, Фрукты, овощи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,6,"Часто с кем-то, В одиночестве во время завтрака",15-20,2,0,Начинаю есть больше,0,Нет
Ж,4,7-8,2,0-4000,Да,Иногда,Не знаю,Иногда,Иногда,Нет,Иногда,Нет,Иногда,Да,Да,Да,Иногда,Иногда,Нет,"Да, я больше ем дома",Нет,Днем,"Сладости, Бутерброды/сэндвичи, Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,2,Часто с кем-то,15-20,2,0,Начинаю есть больше,0,"Да, обед, Да, ужин"
Ж,2,9-10,1,10000-15000,Иногда,Да,Иногда,Иногда,Да,Нет,Нет,Нет,Да,Да,Да,Да,Да,Иногда,Иногда,"Да, я ем в ресторанах",Нет,Днем,"Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,9,Часто в одиночестве,15-20,1,1,Начинаю есть меньше,0,"Да, из-за нехватки времени"
М,3,7-8,2,7000-10000,Да,Не знаю,Да,Да,Да,Не знаю,Да,Да,Да,Да,Да,Да,Да,Иногда,Не знаю,Нет,Нет,"Когда я просыпаюсь, До обеда, Перед ужином",Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,4,Часто с кем-то,15-20,1,0,Никак не влияет,0,Нет
Ж,3,7-8,1,4000-7000,Иногда,Нет,Нет,Да,Да,Не знаю,Иногда,Да,Иногда,Нет,Да,Да,Да,Да,Нет,Нет,Да,"Днем, Перед ужином","Сладости, Бутерброды/сэндвичи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,4,Часто в одиночестве,15-20,1,0,Никак не влияет,3,Нет
М,2,5-6,2,0-4000,Да,Нет,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Нет,"Да, я ем в ресторанах",Да,После обеда,"Сладости, Бутерброды/сэндвичи",Нет,Нет,Никогда,Никогда,"Хорошо, Я с трудом засыпаю",6,"Часто с кем-то, В одиночестве во время завтрака, В одиночестве во время обеда",15-20,2,0,Никак не влияет,1,"Да, завтрак, Да, обед, Да, из-за нехватки времени"
М,2,7-8,1,4000-7000,Иногда,Нет,Иногда,Да,Да,Нет,Нет,Да,Нет,Иногда,Иногда,Да,Да,Иногда,Нет,Нет,Да,Я всегда голоден,Сладости,Да,Да,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),Хорошо,10,Часто с кем-то,15-20,1,0,У меня нет стресса,4,"Да, завтрак"
Ж,3,5-6,1,4000-7000,Иногда,Иногда,Иногда,Да,Да,Иногда,Иногда,Нет,Иногда,Да,Да,Да,Да,Иногда,Иногда,"Да, я ем в ресторанах",Да,"До обеда, Перед ужином",Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,7,"В одиночестве во время завтрака, В одиночестве во время ужина",15-20,1,0,Начинаю есть меньше,0,"Да, завтрак"
М,4,7-8,2,4000-7000,Да,Нет,Иногда,Да,Да,Не знаю,Иногда,Да,Иногда,Да,Да,Иногда,Да,Иногда,Нет,"Да, я ем в ресторанах",Нет,"Днем, Перед ужином","Сладости, Фрукты, овощи, Бутерброды/сэндвичи",Да,Нет,Часто (больше 1 раза в неделю),Никогда,Я с трудом засыпаю,4,"Часто в одиночестве, В одиночестве во время завтрака, В одиночестве во время ужина",15-20,2,0,Начинаю есть меньше,0,"Да, из-за нехватки времени"
М,3,7-8,1,7000-10000,Нет,Не знаю,Нет,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Да,Иногда,Нет,Нет,"Днем, До обеда, Перед ужином","Сладости, Бутерброды/сэндвичи, Батончики, хлебцы",Да,Да,Часто (больше 1 раза в неделю),Никогда,"Хорошо, Я просыпаюсь несколько раз за ночь",6,Часто в одиночестве,15-20,3,1,Никак не влияет,1,"Да, ужин"
Ж,4,больше,1,4000-7000,Нет,Да,Да,Да,Да,Да,Да,Да,Иногда,Да,Да,Да,Да,Да,Нет,"Да, я ем в ресторанах",Нет,Я всегда голоден,Сладости,Да,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,5,Часто в одиночестве,15-20,2,1,Никак не влияет,0,"Да, завтрак"
Ж,2,5-6,3,4000-7000,Нет,Нет,Да,Да,Да,Нет,Иногда,Да,Нет,Иногда,Нет,Иногда,Да,Да,Нет,"Да, я ем в ресторанах",Нет,Перед ужином,Бутерброды/сэндвичи,Да,Нет,Никогда,Никогда,Хорошо,5,Часто с кем-то,21-30,2,0,Начинаю есть меньше,1,"Да, завтрак"
Ж,2,5-6,1,7000-10000,Да,Да,Да,Нет,Нет,Иногда,Иногда,Иногда,Да,Да,Да,Да,Да,Да,Иногда,Нет,Нет,"Днем, Перед ужином","Бутерброды/сэндвичи, Батончики, хлебцы",Да,Да,Часто (больше 1 раза в неделю),Никогда,Я с трудом засыпаю,4,В одиночестве во время завтрака,15-20,1,0,Начинаю есть больше,1,"Да, завтрак, Да, из-за нехватки времени"
Ж,2,9-10,1,7000-10000,Да,Да,Не знаю,Иногда,Да,Иногда,Нет,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,"Да, я ем в ресторанах",Да,"До обеда, После обеда","Сладости, Бутерброды/сэндвичи",Да,Да,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),Хорошо,5,"В одиночестве во время завтрака, В одиночестве во время ужина",15-20,2,3,Начинаю есть больше,1,"Да, обед, Да, из-за нехватки времени"
Ж,4,7-8,0,7000-10000,Да,Иногда,Иногда,Да,Да,Иногда,Иногда,Да,Да,Да,Да,Да,Да,Иногда,Иногда,Я готовлю более изысканно,Да,"Утром, До обеда","Фрукты, овощи, Бутерброды/сэндвичи, Батончики, хлебцы",Да,Да,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),Я с трудом засыпаю,10,Часто в одиночестве,15-20,2,0,Начинаю есть меньше,0,"Да, завтрак"
Ж,2,5-6,1,4000-7000,Иногда,Иногда,Нет,Да,Да,Иногда,Да,Да,Да,Да,Да,Да,Да,Иногда,Нет,"Да, я ем в ресторанах",Нет,"Днем, Перед ужином","Фрукты, овощи, Бутерброды/сэндвичи",Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,3,"Часто с кем-то, Часто в одиночестве",15-20,2,0,Начинаю есть больше,1,"Да, из-за нехватки времени"
